ProjectID,Date,BudgetAmount,ActualCost,EarnedValue,PlannedValue,CPI,SPI,ScheduleVariance,StatusID
PJT025,2025-03-31,699815,862449,421751,611322,0.49,0.69,-189571,1
PJT025,2025-04-30,1540133,2003115,1698425,1481389,0.85,1.15,217035,2
PJT025,2025-05-31,1249938,1662730,1244112,944943,0.75,1.32,299168,3
PJT025,2025-06-30,538534,476356,460138,476674,0.97,0.97,-16536,3
PJT026,2022-01-31,1774939,1413288,1065744,1755493,0.75,0.61,-689749,4
PJT026,2022-02-28,662067,714033,641179,570975,0.9,1.12,70205,2
PJT026,2022-03-31,629048,413302,367607,550843,0.89,0.67,-183235,1
PJT026,2022-04-30,1316517,1097634,1329971,1245452,1.21,1.07,84519,3
PJT026,2022-05-31,562368,617554,591301,436226,0.96,1.36,155076,4
PJT026,2022-06-30,961656,1167103,1171632,906820,1.0,1.29,264812,3
PJT026,2022-07-31,1374695,1828650,1088563,1226626,0.6,0.89,-138063,2
PJT026,2022-08-31,1199272,947349,1272896,1039696,1.34,1.22,233200,1
PJT026,2022-09-30,1037932,1568668,536349,824878,0.34,0.65,-288529,4
PJT026,2022-10-31,585322,799859,621428,467910,0.78,1.33,153518,3
PJT026,2022-11-30,1513494,1507345,1672416,1265667,1.11,1.32,406748,1
PJT026,2022-12-31,1118420,1716472,783680,823307,0.46,0.95,-39627,3
PJT026,2023-01-31,1376815,2160665,1104579,989394,0.51,1.12,115185,3
PJT026,2023-02-28,1008958,1115838,635178,905470,0.57,0.7,-270292,2
PJT026,2023-03-31,1996624,2099928,1564920,1637654,0.75,0.96,-72734,2
PJT026,2023-04-30,672719,997827,559609,549062,0.56,1.02,10547,3
PJT026,2023-05-31,1489535,1552146,1517221,1070133,0.98,1.42,447088,4
PJT026,2023-06-30,1720585,2650568,1753297,1697133,0.66,1.03,56164,2
PJT026,2023-07-31,727148,783442,713657,635907,0.91,1.12,77750,2
PJT026,2023-08-31,1102193,1033950,662924,901068,0.64,0.74,-238144,2
PJT026,2023-09-30,743991,992756,496290,533865,0.5,0.93,-37575,2
PJT026,2023-10-31,1328549,1587922,1590978,1159949,1.0,1.37,431029,1
PJT026,2023-11-30,1018221,1428577,949209,736972,0.66,1.29,212237,3
PJT026,2023-12-31,1348776,2033979,1102017,1064046,0.54,1.04,37971,1
PJT026,2024-01-31,715204,537437,605218,628453,1.13,0.96,-23235,1
PJT026,2024-02-29,620923,955954,685565,543921,0.72,1.26,141645,3
PJT026,2024-03-31,1742658,1185333,1536103,1549272,1.3,0.99,-13169,2
PJT026,2024-04-30,1742979,2411359,1257830,1712066,0.52,0.73,-454235,4
PJT026,2024-05-31,686519,1012707,876514,517049,0.87,1.7,359465,2
PJT026,2024-06-30,1583099,1013635,1305009,1353368,1.29,0.96,-48359,2
PJT026,2024-07-31,1370968,2105721,1422791,1157622,0.68,1.23,265169,2
PJT026,2024-08-31,1714513,2658408,887522,1705522,0.33,0.52,-818000,2
PJT026,2024-09-30,629198,889930,455708,465389,0.51,0.98,-9681,4
PJT026,2024-10-31,1159783,1442720,933349,830834,0.65,1.12,102515,1
PJT026,2024-11-30,1399192,2102150,1128549,1070242,0.54,1.05,58308,4
PJT026,2024-12-31,1163866,754607,1345883,1103231,1.78,1.22,242652,3
PJT026,2025-01-31,1382001,1317189,1575241,1197374,1.2,1.32,377867,2
PJT026,2025-02-28,1738898,2141382,1960650,1529481,0.92,1.28,431169,4
PJT026,2025-03-31,1121212,1746787,1045968,988378,0.6,1.06,57590,3
PJT026,2025-04-30,830731,1018187,795248,627577,0.78,1.27,167670,4
PJT026,2025-05-31,589381,709826,654775,505111,0.92,1.3,149663,2
PJT026,2025-06-30,840159,1064080,473921,699474,0.45,0.68,-225554,2
PJT027,2022-01-31,745050,584461,493100,607970,0.84,0.81,-114870,3
PJT027,2022-02-28,576725,575453,524454,487326,0.91,1.08,37128,4
PJT027,2022-03-31,1074176,1545897,661973,914886,0.43,0.72,-252912,2
PJT027,2022-04-30,593062,398037,568802,515849,1.43,1.1,52953,3
PJT027,2022-05-31,1817050,2103915,2303716,1298479,1.09,1.77,1005236,4
PJT027,2022-06-30,647012,416718,419407,557970,1.01,0.75,-138564,4
PJT027,2022-07-31,1468358,947950,1845398,1398831,1.95,1.32,446568,3
PJT027,2022-08-31,944919,639887,600883,697429,0.94,0.86,-96546,4
PJT027,2022-09-30,684926,766132,477173,553038,0.62,0.86,-75865,4
PJT027,2022-10-31,1984258,2548411,2498547,1473841,0.98,1.7,1024706,2
PJT027,2022-11-30,1073209,1239269,602507,752595,0.49,0.8,-150088,2
PJT027,2022-12-31,1505652,1869747,1247630,1275126,0.67,0.98,-27496,2
PJT027,2023-01-31,1123165,700860,862924,845883,1.23,1.02,17041,3
PJT027,2023-02-28,647636,1008189,634352,594917,0.63,1.07,39435,1
PJT027,2023-03-31,973046,966377,670953,709438,0.69,0.95,-38484,4
PJT027,2023-04-30,768547,1074056,800855,664085,0.75,1.21,136769,3
PJT027,2023-05-31,1212635,1846157,676878,950924,0.37,0.71,-274046,1
PJT027,2023-06-30,1024907,1416858,1326241,791434,0.94,1.68,534807,1
PJT027,2023-07-31,1811461,2591517,1231297,1485035,0.48,0.83,-253738,3
PJT027,2023-08-31,1114509,1758942,718539,1047357,0.41,0.69,-328818,1
PJT027,2023-09-30,1001289,1332586,837086,874634,0.63,0.96,-37547,2
PJT027,2023-10-31,1748918,2455770,2086701,1255522,0.85,1.66,831179,3
PJT027,2023-11-30,1538076,1138157,1280686,1329784,1.13,0.96,-49098,4
PJT027,2023-12-31,1104109,1236174,1432274,817665,1.16,1.75,614609,2
PJT027,2024-01-31,1513184,1507133,917607,1131288,0.61,0.81,-213682,4
PJT027,2024-02-29,1923910,2846620,2358008,1919023,0.83,1.23,438986,1
PJT027,2024-03-31,812473,776269,841215,686654,1.08,1.23,154560,2
PJT027,2024-04-30,1127584,1080013,1099422,984018,1.02,1.12,115404,4
PJT027,2024-05-31,742187,795431,699717,646509,0.88,1.08,53208,3
PJT027,2024-06-30,815161,1094167,424013,657386,0.39,0.64,-233373,1
PJT027,2024-07-31,1670319,1944072,1184139,1517461,0.61,0.78,-333322,4
PJT027,2024-08-31,1351086,1886446,1470009,1193053,0.78,1.23,276956,1
PJT027,2024-09-30,1232267,903476,873759,1017519,0.97,0.86,-143760,4
PJT027,2024-10-31,1398949,1558020,1021999,981977,0.66,1.04,40022,3
PJT027,2024-11-30,1244359,1102037,1353472,879991,1.23,1.54,473482,2
PJT027,2024-12-31,1377242,2122983,880784,1158942,0.41,0.76,-278158,4
PJT027,2025-01-31,637133,780922,599176,523857,0.77,1.14,75319,1
PJT027,2025-02-28,1282066,1918707,842362,906125,0.44,0.93,-63762,3
PJT027,2025-03-31,1792497,2109979,2173451,1575755,1.03,1.38,597696,2
PJT027,2025-04-30,1715242,1766139,1886574,1670495,1.07,1.13,216078,1
PJT027,2025-05-31,1358184,1060450,971154,1031668,0.92,0.94,-60514,3
PJT027,2025-06-30,870286,788840,821643,762716,1.04,1.08,58927,1
PJT028,2022-01-31,1139750,1385275,644255,827842,0.47,0.78,-183587,3
PJT028,2022-02-28,757744,847217,508595,594818,0.6,0.86,-86223,2
PJT028,2022-03-31,1100469,1553715,562439,984715,0.36,0.57,-422276,2
PJT028,2022-04-30,1503315,2102620,1873434,1061402,0.89,1.77,812032,1
PJT028,2022-05-31,730676,1085909,633360,635233,0.58,1.0,-1872,3
PJT028,2022-06-30,1494541,1911617,1861290,1493173,0.97,1.25,368117,4
PJT028,2022-07-31,1580236,1402019,1902291,1129500,1.36,1.68,772792,2
PJT028,2022-08-31,846621,1267719,596828,648677,0.47,0.92,-51849,4
PJT028,2022-09-30,707188,1031866,636502,638214,0.62,1.0,-1712,4
PJT028,2022-10-31,858600,1166013,951332,681539,0.82,1.4,269793,1
PJT028,2022-11-30,1116024,903634,1429904,997369,1.58,1.43,432535,1
PJT028,2022-12-31,1901816,1718073,2140518,1768228,1.25,1.21,372290,1
PJT028,2023-01-31,1537483,2407144,1252810,1136531,0.52,1.1,116278,3
PJT028,2023-02-28,1507563,2004019,1447334,1148832,0.72,1.26,298502,2
PJT028,2023-03-31,1256684,1146334,1058094,1122929,0.92,0.94,-64835,2
PJT028,2023-04-30,1617822,1346392,1333507,1263112,0.99,1.06,70394,4
PJT028,2023-05-31,797947,1103870,979402,647191,0.89,1.51,332211,1
PJT028,2023-06-30,1626918,2435489,1914719,1228070,0.79,1.56,686650,3
PJT028,2023-07-31,1934438,1889320,1492211,1390337,0.79,1.07,101874,2
PJT028,2023-08-31,1229260,871562,859046,977364,0.99,0.88,-118317,3
PJT028,2023-09-30,1713239,2527865,1271178,1640614,0.5,0.77,-369437,1
PJT028,2023-10-31,1785846,2437057,1102503,1619936,0.45,0.68,-517433,1
PJT028,2023-11-30,1917536,2459318,1467478,1630239,0.6,0.9,-162761,2
PJT028,2023-12-31,1468588,1630970,875223,1165499,0.54,0.75,-290276,4
PJT028,2024-01-31,1703594,2489663,1038920,1679260,0.42,0.62,-640340,4
PJT028,2024-02-29,993234,1253773,1094008,937200,0.87,1.17,156808,1
PJT028,2024-03-31,1918625,1751550,2277034,1418835,1.3,1.6,858199,1
PJT028,2024-04-30,1557561,2090213,1623257,1208192,0.78,1.34,415065,4
PJT028,2024-05-31,1809565,1391299,982427,1656185,0.71,0.59,-673758,1
PJT028,2024-06-30,1213214,1758065,978721,910497,0.56,1.07,68224,2
PJT028,2024-07-31,1754663,2015950,1142912,1607474,0.57,0.71,-464562,2
PJT028,2024-08-31,1266670,1525468,1100380,1201580,0.72,0.92,-101199,3
PJT028,2024-09-30,1744344,2284025,1019257,1660016,0.45,0.61,-640759,4
PJT028,2024-10-31,1506519,1953992,1190732,1451959,0.61,0.82,-261227,1
PJT028,2024-11-30,1588057,1131635,1312089,1533927,1.16,0.86,-221838,3
PJT028,2024-12-31,570795,891249,595528,507672,0.67,1.17,87855,2
PJT028,2025-01-31,905839,768869,1135602,715143,1.48,1.59,420459,4
PJT028,2025-02-28,1663258,1651818,1016921,1169627,0.62,0.87,-152706,2
PJT028,2025-03-31,1316386,2074333,1046934,1062531,0.5,0.99,-15598,1
PJT028,2025-04-30,1016137,1138627,866290,979530,0.76,0.88,-113241,3
PJT028,2025-05-31,1258281,1393871,768429,1251766,0.55,0.61,-483337,1
PJT028,2025-06-30,874959,589166,901660,768748,1.53,1.17,132913,1
PJT029,2022-01-31,1122718,1147634,1266484,851822,1.1,1.49,414662,4
PJT029,2022-02-28,1730380,2160807,1445172,1449035,0.67,1.0,-3864,4
PJT029,2022-03-31,884971,1196582,805589,704664,0.67,1.14,100925,1
PJT029,2022-04-30,1394075,2224574,1182468,1360907,0.53,0.87,-178438,4
PJT029,2022-05-31,1017525,666207,675020,840078,1.01,0.8,-165058,3
PJT029,2022-06-30,829452,497860,1021886,790604,2.05,1.29,231282,3
PJT029,2022-07-31,1613438,1238822,962079,1162130,0.78,0.83,-200051,1
PJT029,2022-08-31,1586044,2424756,1339301,1166919,0.55,1.15,172381,3
PJT029,2022-09-30,1268589,1203678,1014694,1124476,0.84,0.9,-109783,1
PJT029,2022-10-31,1578077,1121387,833970,1575393,0.74,0.53,-741423,3
PJT029,2022-11-30,849093,555163,553524,604288,1.0,0.92,-50765,2
PJT029,2022-12-31,1087716,1525415,840800,906345,0.55,0.93,-65545,1
PJT029,2023-01-31,1513380,1678178,1799646,1452558,1.07,1.24,347087,3
PJT029,2023-02-28,514866,709509,447206,513142,0.63,0.87,-65936,2
PJT029,2023-03-31,1224848,1943707,1351810,948745,0.7,1.42,403066,1
PJT029,2023-04-30,1307592,2081865,1550837,953510,0.74,1.63,597327,3
PJT029,2023-05-31,1559558,1474686,788490,1280466,0.53,0.62,-491976,3
PJT029,2023-06-30,852132,1209063,656026,808040,0.54,0.81,-152014,2
PJT029,2023-07-31,500897,454724,347088,385726,0.76,0.9,-38638,4
PJT029,2023-08-31,602280,474069,568817,474240,1.2,1.2,94577,4
PJT029,2023-09-30,1126092,1100042,1352126,1094100,1.23,1.24,258026,2
PJT029,2023-10-31,1239435,1152868,725616,1222109,0.63,0.59,-496493,2
PJT029,2023-11-30,590340,529919,435939,469982,0.82,0.93,-34043,1
PJT029,2023-12-31,746430,1032434,446364,664675,0.43,0.67,-218311,4
PJT029,2024-01-31,685769,459833,841811,519154,1.83,1.62,322658,1
PJT029,2024-02-29,1731875,1982358,973808,1708728,0.49,0.57,-734920,3
PJT029,2024-03-31,870442,1270536,552772,832301,0.44,0.66,-279529,2
PJT029,2024-04-30,519843,577952,579913,509674,1.0,1.14,70239,1
PJT029,2024-05-31,1863803,2645901,2256233,1416054,0.85,1.59,840179,2
PJT029,2024-06-30,926276,823431,742543,757691,0.9,0.98,-15147,1
PJT029,2024-07-31,1316833,1000635,1386622,987980,1.39,1.4,398641,3
PJT029,2024-08-31,965463,1065239,1097878,890003,1.03,1.23,207875,3
PJT029,2024-09-30,1468302,1109703,1376733,1066330,1.24,1.29,310402,4
PJT029,2024-10-31,1066045,1080454,566975,833856,0.52,0.68,-266881,4
PJT029,2024-11-30,1933474,3003909,1511709,1378432,0.5,1.1,133277,3
PJT029,2024-12-31,768642,762661,967124,570609,1.27,1.69,396515,1
PJT029,2025-01-31,1645274,1165977,2114187,1340051,1.81,1.58,774136,2
PJT029,2025-02-28,1662852,1567389,1666402,1259785,1.06,1.32,406618,3
PJT029,2025-03-31,719032,1105917,887370,694758,0.8,1.28,192612,3
PJT029,2025-04-30,1438150,2025301,798503,1151148,0.39,0.69,-352645,1
PJT029,2025-05-31,970555,1199261,761659,722628,0.64,1.05,39030,3
PJT029,2025-06-30,1394701,1972642,1123709,1031633,0.57,1.09,92076,3
PJT030,2022-01-31,795032,665826,588259,709835,0.88,0.83,-121577,1
PJT030,2022-02-28,1401418,1816350,1107123,1327422,0.61,0.83,-220300,3
PJT030,2022-03-31,806131,861787,919595,607862,1.07,1.51,311734,4
PJT030,2022-04-30,664795,986345,514780,601746,0.52,0.86,-86967,4
PJT030,2022-05-31,538023,694075,405067,385613,0.58,1.05,19454,4
PJT030,2022-06-30,1414719,1189501,1145138,1024503,0.96,1.12,120635,4
PJT030,2022-07-31,720745,647212,412127,701463,0.64,0.59,-289336,3
PJT030,2022-08-31,509071,551761,304729,403339,0.55,0.76,-98610,2
PJT030,2022-09-30,1889089,1438909,2404180,1438992,1.67,1.67,965188,4
PJT030,2022-10-31,1612349,1848844,1947045,1396614,1.05,1.39,550432,4
PJT030,2022-11-30,1301839,1035558,824042,1269224,0.8,0.65,-445181,3
PJT030,2022-12-31,991757,964070,1098727,795039,1.14,1.38,303688,3
PJT030,2023-01-31,1928094,2579650,1885566,1859200,0.73,1.01,26366,1
PJT030,2023-02-28,574409,492304,500901,441200,1.02,1.14,59701,4
PJT030,2023-03-31,1615858,2454824,1355731,1296952,0.55,1.05,58779,1
PJT030,2023-04-30,1942326,2029444,1731076,1564534,0.85,1.11,166542,4
PJT030,2023-05-31,1864323,2179310,2068913,1759067,0.95,1.18,309846,2
PJT030,2023-06-30,1012774,1046898,1193835,819310,1.14,1.46,374524,3
PJT030,2023-07-31,1690903,2605668,1688482,1559838,0.65,1.08,128644,3
PJT030,2023-08-31,1707646,2467616,1393512,1221614,0.56,1.14,171898,1
PJT030,2023-09-30,1102814,1404717,948730,1019760,0.68,0.93,-71031,1
PJT030,2023-10-31,1035474,1278545,672163,957617,0.53,0.7,-285454,3
PJT030,2023-11-30,1318544,1060194,967190,1219103,0.91,0.79,-251913,3
PJT030,2023-12-31,1223902,998742,1559027,1119304,1.56,1.39,439723,3
PJT030,2024-01-31,1935702,1988170,1703573,1876444,0.86,0.91,-172870,4
PJT030,2024-02-29,1287574,1683218,903540,1073860,0.54,0.84,-170320,4
PJT030,2024-03-31,685175,552237,343105,487693,0.62,0.7,-144589,2
PJT030,2024-04-30,1965926,1656005,2026179,1871030,1.22,1.08,155148,4
PJT030,2024-05-31,1325991,998663,1435376,1166972,1.44,1.23,268404,3
PJT030,2024-06-30,1596876,2187315,2044525,1392586,0.93,1.47,651939,4
PJT030,2024-07-31,1012462,1264023,561666,981297,0.44,0.57,-419632,1
PJT030,2024-08-31,679072,630072,782695,597035,1.24,1.31,185660,3
PJT030,2024-09-30,1090453,1170531,1290702,874545,1.1,1.48,416157,4
PJT030,2024-10-31,1804475,1241721,2023608,1721946,1.63,1.18,301662,3
PJT030,2024-11-30,772726,796176,488672,704712,0.61,0.69,-216040,1
PJT030,2024-12-31,1303022,1609653,856332,994888,0.53,0.86,-138556,1
PJT030,2025-01-31,562246,518429,532894,538283,1.03,0.99,-5389,4
PJT030,2025-02-28,1500391,1553500,1894238,1374019,1.22,1.38,520219,3
PJT030,2025-03-31,1895248,2137059,1340174,1356709,0.63,0.99,-16535,2
PJT030,2025-04-30,1589127,1146242,1179482,1366238,1.03,0.86,-186756,1
PJT030,2025-05-31,1346625,1616735,852419,1096047,0.53,0.78,-243627,2
PJT030,2025-06-30,1425791,2238234,1542856,1392686,0.69,1.11,150170,4
PJT031,2022-01-31,1643318,1958370,1074103,1478996,0.55,0.73,-404892,1
PJT031,2022-02-28,1435069,1725627,1279836,1232146,0.74,1.04,47690,2
PJT031,2022-03-31,1001664,1121175,659140,943119,0.59,0.7,-283979,1
PJT031,2022-04-30,778665,533360,661084,698846,1.24,0.95,-37762,2
PJT031,2022-05-31,1156575,1014032,1094741,930003,1.08,1.18,164738,3
PJT031,2022-06-30,1899302,2891962,1712975,1516336,0.59,1.13,196639,3
PJT031,2022-07-31,1605699,1022369,1412718,1285999,1.38,1.1,126719,4
PJT031,2022-08-31,1880804,1151058,1772191,1734476,1.54,1.02,37715,1
PJT031,2022-09-30,1227527,841351,1568742,1050030,1.86,1.49,518711,2
PJT031,2022-10-31,1421279,1189056,1260388,1177878,1.06,1.07,82510,4
PJT031,2022-11-30,612344,432413,716429,472696,1.66,1.52,243732,3
PJT031,2022-12-31,792437,875573,883566,569433,1.01,1.55,314133,3
PJT031,2023-01-31,1365212,981875,722428,977250,0.74,0.74,-254823,4
PJT031,2023-02-28,1751246,1257347,938880,1455933,0.75,0.64,-517053,1
PJT031,2023-03-31,1765990,1523005,1478787,1257344,0.97,1.18,221443,2
PJT031,2023-04-30,1173618,1382068,1122830,938575,0.81,1.2,184255,3
PJT031,2023-05-31,973300,687757,772254,710361,1.12,1.09,61892,4
PJT031,2023-06-30,1649894,2584186,2105363,1583108,0.81,1.33,522255,3
PJT031,2023-07-31,1401188,1822758,1020296,1245980,0.56,0.82,-225684,3
PJT031,2023-08-31,1183474,1280540,1309184,928525,1.02,1.41,380659,2
PJT031,2023-09-30,977059,1489666,532477,826290,0.36,0.64,-293812,1
PJT031,2023-10-31,1869201,2262412,1751676,1448487,0.77,1.21,303189,1
PJT031,2023-11-30,1014913,1473703,961503,867165,0.65,1.11,94338,2
PJT031,2023-12-31,649370,400030,825315,528000,2.06,1.56,297315,4
PJT031,2024-01-31,1404820,954877,1470132,1376400,1.54,1.07,93732,4
PJT031,2024-02-29,1363498,990057,1316290,1267922,1.33,1.04,48367,1
PJT031,2024-03-31,1109625,1642065,1130648,1076086,0.69,1.05,54562,3
PJT031,2024-04-30,1435258,1049587,1073219,1091569,1.02,0.98,-18350,3
PJT031,2024-05-31,1863240,2534751,1939854,1472500,0.77,1.32,467354,4
PJT031,2024-06-30,776067,1052697,682416,595815,0.65,1.15,86601,2
PJT031,2024-07-31,1424933,912433,1084283,1197752,1.19,0.91,-113469,3
PJT031,2024-08-31,721938,1144021,481733,533588,0.42,0.9,-51855,4
PJT031,2024-09-30,805302,1102508,676780,700311,0.61,0.97,-23531,2
PJT031,2024-10-31,531514,337209,455327,502279,1.35,0.91,-46952,1
PJT031,2024-11-30,1827858,1255202,1701170,1780277,1.36,0.96,-79107,2
PJT031,2024-12-31,1081959,1546732,656702,1060989,0.42,0.62,-404287,1
PJT031,2025-01-31,1627135,2507959,1694326,1316387,0.68,1.29,377939,4
PJT031,2025-02-28,1907272,1669944,1460470,1736080,0.87,0.84,-275609,2
PJT031,2025-03-31,1647974,2520418,1093995,1548106,0.43,0.71,-454112,4
PJT031,2025-04-30,1607819,1067262,1301977,1261864,1.22,1.03,40113,1
PJT031,2025-05-31,956736,1514462,970342,875703,0.64,1.11,94639,3
PJT031,2025-06-30,1964926,1920130,2242909,1631595,1.17,1.37,611314,3
PJT032,2022-01-31,1804301,1408541,2270079,1381429,1.61,1.64,888649,1
PJT032,2022-02-28,989331,1341723,806309,873048,0.6,0.92,-66740,3
PJT032,2022-03-31,1166860,1566358,796575,837266,0.51,0.95,-40691,3
PJT032,2022-04-30,949894,1020479,602628,766032,0.59,0.79,-163404,2
PJT032,2022-05-31,1099975,723114,1063286,1061809,1.47,1.0,1477,2
PJT032,2022-06-30,727614,871542,750746,600864,0.86,1.25,149882,3
PJT032,2022-07-31,1551646,1568298,1402238,1089575,0.89,1.29,312663,2
PJT032,2022-08-31,1537580,1939415,816026,1246170,0.42,0.65,-430145,1
PJT032,2022-09-30,1968548,2009369,1774757,1915356,0.88,0.93,-140599,2
PJT032,2022-10-31,1575893,1862816,1793750,1511770,0.96,1.19,281981,2
PJT032,2022-11-30,1185332,1274360,958745,1173493,0.75,0.82,-214748,2
PJT032,2022-12-31,1545749,1056092,1840010,1304872,1.74,1.41,535138,4
PJT032,2023-01-31,603131,693430,502849,581011,0.73,0.87,-78162,1
PJT032,2023-02-28,805992,1149719,762590,577399,0.66,1.32,185191,3
PJT032,2023-03-31,1957768,2178242,1434459,1646134,0.66,0.87,-211675,3
PJT032,2023-04-30,1786787,1616869,1168811,1319938,0.72,0.89,-151127,4
PJT032,2023-05-31,946789,1306614,830619,727365,0.64,1.14,103254,2
PJT032,2023-06-30,749277,698873,938050,601601,1.34,1.56,336449,1
PJT032,2023-07-31,1982186,2151129,1275202,1917452,0.59,0.67,-642250,1
PJT032,2023-08-31,1190533,1559207,1532179,851294,0.98,1.8,680886,3
PJT032,2023-09-30,645042,851750,467952,487194,0.55,0.96,-19242,4
PJT032,2023-10-31,559043,347639,625898,413876,1.8,1.51,212022,4
PJT032,2023-11-30,1201581,1448983,1012550,850878,0.7,1.19,161672,4
PJT032,2023-12-31,1675252,1022764,1858712,1621630,1.82,1.15,237083,4
PJT032,2024-01-31,1149260,1305033,1013172,938672,0.78,1.08,74500,1
PJT032,2024-02-29,1831137,2735597,1407509,1619679,0.51,0.87,-212170,2
PJT032,2024-03-31,1890361,2952855,1714874,1580054,0.58,1.09,134820,3
PJT032,2024-04-30,918041,1431109,563908,802321,0.39,0.7,-238413,1
PJT032,2024-05-31,923825,812050,761209,923491,0.94,0.82,-162282,4
PJT032,2024-06-30,582449,686441,329700,434715,0.48,0.76,-105015,4
PJT032,2024-07-31,1159344,1287406,819696,921606,0.64,0.89,-101910,3
PJT032,2024-08-31,630451,569435,802719,619993,1.41,1.29,182726,2
PJT032,2024-09-30,1002317,1173567,1230521,703482,1.05,1.75,527040,2
PJT032,2024-10-31,1716025,2657041,983386,1284332,0.37,0.77,-300946,2
PJT032,2024-11-30,1941119,2208101,992606,1508812,0.45,0.66,-516206,4
PJT032,2024-12-31,1174916,1519059,1276579,1173302,0.84,1.09,103277,1
PJT032,2025-01-31,931267,1059987,862967,765216,0.81,1.13,97751,1
PJT032,2025-02-28,753743,1188997,891417,640304,0.75,1.39,251112,2
PJT032,2025-03-31,1404868,1162193,1313593,1276310,1.13,1.03,37283,3
PJT032,2025-04-30,1272751,2024036,1258844,1032572,0.62,1.22,226271,2
PJT032,2025-05-31,1658228,1277603,1339206,1333361,1.05,1.0,5845,2
PJT032,2025-06-30,1147711,1585883,1018408,1076787,0.64,0.95,-58379,3
PJT033,2022-01-31,1364733,1285674,1566691,1052874,1.22,1.49,513817,2
PJT033,2022-02-28,836574,923999,592863,587883,0.64,1.01,4980,3
PJT033,2022-03-31,1472446,1636026,1261024,1457855,0.77,0.86,-196831,3
PJT033,2022-04-30,1356799,1985582,829764,1181449,0.42,0.7,-351685,1
PJT033,2022-05-31,1801969,2131920,1936056,1462502,0.91,1.32,473554,3
PJT033,2022-06-30,638674,675654,520892,613203,0.77,0.85,-92310,2
PJT033,2022-07-31,865993,1356781,1096789,670529,0.81,1.64,426260,3
PJT033,2022-08-31,1022078,1528575,1301410,851423,0.85,1.53,449986,2
PJT033,2022-09-30,981496,1105256,1030782,767571,0.93,1.34,263211,3
PJT033,2022-10-31,1604710,1045721,865638,1309261,0.83,0.66,-443623,1
PJT033,2022-11-30,1030210,943294,919788,820274,0.98,1.12,99514,2
PJT033,2022-12-31,788387,717014,1009075,649106,1.41,1.55,359969,2
PJT033,2023-01-31,1167069,1373109,1501636,901538,1.09,1.67,600098,2
PJT033,2023-02-28,1521923,2002828,1500402,1105789,0.75,1.36,394613,3
PJT033,2023-03-31,1515308,1006308,1480326,1396924,1.47,1.06,83402,1
PJT033,2023-04-30,816455,1177019,428053,778199,0.36,0.55,-350145,1
PJT033,2023-05-31,1190494,973333,722656,1173817,0.74,0.62,-451161,1
PJT033,2023-06-30,608998,486647,473958,539615,0.97,0.88,-65658,1
PJT033,2023-07-31,1317202,955819,963905,1016386,1.01,0.95,-52481,3
PJT033,2023-08-31,820314,829456,872179,627734,1.05,1.39,244445,2
PJT033,2023-09-30,1050018,1040481,1345247,1035738,1.29,1.3,309509,4
PJT033,2023-10-31,1700206,1430994,942645,1351785,0.66,0.7,-409140,1
PJT033,2023-11-30,900192,995545,1010179,861931,1.01,1.17,148248,4
PJT033,2023-12-31,1767296,1696031,1855285,1402968,1.09,1.32,452317,3
PJT033,2024-01-31,591358,769691,300328,486543,0.39,0.62,-186214,3
PJT033,2024-02-29,994069,1285706,1106395,786536,0.86,1.41,319860,4
PJT033,2024-03-31,1717441,1535249,1471951,1576792,0.96,0.93,-104840,2
PJT033,2024-04-30,1539380,2443564,1046977,1383434,0.43,0.76,-336457,4
PJT033,2024-05-31,1414523,2143141,884204,1309197,0.41,0.68,-424993,3
PJT033,2024-06-30,1352403,1182901,1189503,1082102,1.01,1.1,107401,4
PJT033,2024-07-31,1368970,2038397,1307974,1217722,0.64,1.07,90252,1
PJT033,2024-08-31,1278122,832269,877158,1083337,1.05,0.81,-206179,1
PJT033,2024-09-30,965353,754678,872009,769235,1.16,1.13,102775,2
PJT033,2024-10-31,887161,943927,538176,867931,0.57,0.62,-329755,4
PJT033,2024-11-30,1801553,2355748,1053856,1680422,0.45,0.63,-626566,4
PJT033,2024-12-31,1711936,2341525,1012050,1529054,0.43,0.66,-517004,4
PJT033,2025-01-31,1751487,2062119,1781483,1466886,0.86,1.21,314597,4
PJT033,2025-02-28,1293061,820288,1307505,936738,1.59,1.4,370767,2
PJT033,2025-03-31,1152522,1028805,1079155,852895,1.05,1.27,226260,3
PJT033,2025-04-30,1537465,2144782,969654,1124339,0.45,0.86,-154685,2
PJT033,2025-05-31,718273,1060981,662644,603478,0.62,1.1,59166,3
PJT033,2025-06-30,660068,824792,788385,626045,0.96,1.26,162340,3
PJT034,2022-01-31,1439082,971781,848940,1028645,0.87,0.83,-179705,3
PJT034,2022-02-28,886219,651957,627477,722727,0.96,0.87,-95250,4
PJT034,2022-03-31,1914474,2317234,2236066,1748117,0.96,1.28,487949,2
PJT034,2022-04-30,668755,893403,481556,596350,0.54,0.81,-114794,3
PJT034,2022-05-31,1011443,1615954,718975,792707,0.44,0.91,-73732,1
PJT034,2022-06-30,1896008,1184331,2004747,1739773,1.69,1.15,264973,3
PJT034,2022-07-31,1754568,2762461,2246692,1262557,0.81,1.78,984134,2
PJT034,2022-08-31,1732759,2159555,1763730,1279651,0.82,1.38,484079,4
PJT034,2022-09-30,1475281,2334606,1813791,1227049,0.78,1.48,586742,1
